session,bar_ix,headline,company,granular_sector,sector,sentiment,sentiment_score,confidence
407,51,Frelol Software recalls products in process automation line due to quality concerns,Frelol,Software,Technology,sell,-0.9644,0.9716
407,55,Yorvov Pharmaceuticals delays product launch in renewable storage segment,Yorvov,Pharmaceuticals,Healthcare,sell,-0.895,0.9103
407,60,Yorvov Pharmaceuticals loses key contract in Asia Pacific to competitor,Yorvov,Pharmaceuticals,Healthcare,sell,-0.9354,0.9575
407,62,Frelol Software recalls products in precision manufacturing line due to quality concerns,Frelol,Software,Technology,sell,-0.9643,0.9714
407,63,Talvep Computing recalls products in precision manufacturing line due to quality concerns,Talvep,Computing,Technology,sell,-0.9619,0.9693
407,63,Brevep Systems faces regulatory review of automated logistics practices,Brevep,Systems,Technology,sell,-0.2343,0.6834
407,65,Brevep Systems sees mixed results in automated logistics pilot program,Brevep,Systems,Technology,sell,-0.9089,0.943
407,70,Talvep Computing completes planned facility upgrade in Central Europe,Talvep,Computing,Technology,buy,0.8345,0.8447
408,54,Arnik Commerce secures $650M contract with a major logistics provider,Arnik,Commerce,Consumer Goods,buy,0.9377,0.9521
408,56,Jorval Trading Co signs multi-year partnership with a major logistics provider,Jorval,Trading Co,Finance,buy,0.9318,0.9459
408,64,Pleven Trading Co wins industry award for excellence in precision manufacturing,Pleven,Trading Co,Finance,buy,0.9019,0.9173
408,72,Ilval Financial loses key contract in Europe to competitor,Ilval,Financial,Finance,sell,-0.9208,0.945
408,73,"Pleven Trading Co reports record quarterly revenue, up 20% year-over-year",Pleven,Trading Co,Finance,buy,0.9358,0.9562
408,89,Ilval Financial begins scheduled maintenance of precision manufacturing systems,Ilval,Financial,Finance,buy,0.076,0.8885
408,91,Arnik Commerce secures $120M contract with a national infrastructure agency,Arnik,Commerce,Consumer Goods,buy,0.9354,0.9486
409,57,Orevex Renewables files routine patent applications in wireless connectivity,Orevex,Renewables,Energy,sell,-0.0583,0.8698
409,64,Plevep Power CEO addresses investor concerns in open letter,Plevep,Power,Energy,sell,-0.08,0.8282
409,65,Brevon Microchips secures $120M contract with a top-tier research institute,Brevon,Microchips,Technology,buy,0.9316,0.9423
409,72,Orevex Renewables delays product launch in digital payments segment,Orevex,Renewables,Energy,sell,-0.8274,0.8414
409,75,Orevex Renewables misses quarterly revenue estimates by 20%,Orevex,Renewables,Energy,sell,-0.592,0.7585
409,76,Orevex Renewables secures $75M contract with a major logistics provider,Orevex,Renewables,Energy,buy,0.9367,0.9512
409,82,Plevep Power warns of supply chain disruptions affecting Europe operations,Plevep,Power,Energy,sell,-0.9354,0.9494
409,83,Orevex Renewables signs multi-year partnership with a national infrastructure agency,Orevex,Renewables,Energy,buy,0.9138,0.9228
409,84,Plevep Power withdraws from Central Europe market citing unfavorable conditions,Plevep,Power,Energy,sell,-0.9589,0.9681
409,88,Orevex Renewables reports unexpected decline in Asia Pacific revenue,Orevex,Renewables,Energy,sell,-0.9565,0.9739
409,90,Plevep Power signs multi-year partnership with a major logistics provider,Plevep,Power,Energy,buy,0.9306,0.944
409,90,Brevon Microchips secures $75M contract with a leading cloud platform,Brevon,Microchips,Technology,buy,0.9361,0.9476
409,94,Plevep Power secures $320M contract with a major logistics provider,Plevep,Power,Energy,buy,0.9359,0.9511
409,95,Nerven Grid completes planned facility upgrade in Latin America,Nerven,Grid,Energy,buy,0.8179,0.8287
410,55,Creven Securities announces significant capital expenditure plan for North America,Creven,Securities,Finance,buy,0.8513,0.8728
410,60,Jorvix Diagnostics files for regulatory approval of new supply chain optimization offering,Jorvix,Diagnostics,Healthcare,buy,0.3836,0.581
410,61,Jorvix Diagnostics reports rising costs pressuring margins in process automation,Jorvix,Diagnostics,Healthcare,sell,-0.9363,0.9631
410,66,Creven Securities announces breakthrough in cloud infrastructure,Creven,Securities,Finance,buy,0.4048,0.5643
410,71,Zelvon Biosciences completes strategic acquisition to strengthen automated logistics,Zelvon,Biosciences,Healthcare,buy,0.9071,0.9164
410,75,Zelvon Biosciences to host investor day focused on enterprise software strategy,Zelvon,Biosciences,Healthcare,buy,0.0871,0.8861
410,76,Creven Securities secures $75M contract with a major logistics provider,Creven,Securities,Finance,buy,0.9341,0.951
410,82,Zrovum Biopharma to present at Global Innovation Summit,Zrovum,Biopharma,Healthcare,buy,0.1484,0.8329
411,62,Frelol Software announces breakthrough in cloud infrastructure,Frelol,Software,Technology,buy,0.5754,0.5957
411,68,Nerval Biopharma secures $75M contract with an international consortium,Nerval,Biopharma,Healthcare,buy,0.9232,0.9326
411,69,Zelvix Therapeutics secures $250M contract with a major logistics provider,Zelvix,Therapeutics,Healthcare,buy,0.9358,0.9508
411,72,Zelvix Therapeutics beats analyst expectations with strong earnings growth,Zelvix,Therapeutics,Healthcare,buy,0.9357,0.9539
412,57,Crevol Retail Group secures $250M contract with a top-tier research institute,Crevol,Retail Group,Consumer Goods,buy,0.9338,0.9468
412,59,Arnik Commerce sees 3% drop in new customer orders this quarter,Arnik,Commerce,Consumer Goods,sell,-0.9657,0.9745
412,59,Arnik Commerce reports 8% decline in operating income,Arnik,Commerce,Consumer Goods,sell,-0.9663,0.9748
412,61,Kelvos Resources expands operations into Central Europe markets,Kelvos,Resources,Energy,buy,0.6481,0.6575
412,72,Crevol Retail Group secures $180M contract with an international consortium,Crevol,Retail Group,Consumer Goods,buy,0.9318,0.9447
412,80,Kelvos Resources loses key contract in Latin America to competitor,Kelvos,Resources,Energy,sell,-0.9314,0.9531
412,84,Xovol Goods revises long-term strategy with focus on cloud infrastructure,Xovol,Goods,Consumer Goods,buy,0.1986,0.781
412,96,Xovol Goods opens new office in Middle East,Xovol,Goods,Consumer Goods,buy,0.2497,0.7278
412,97,Xovol Goods enters joint venture with a national infrastructure agency,Xovol,Goods,Consumer Goods,buy,0.7561,0.7631
413,53,Plevik Energy signs multi-year partnership with a leading cloud platform,Plevik,Energy,Energy,buy,0.9237,0.9338
413,58,Kelvik Power completes planned facility upgrade in Asia Pacific,Kelvik,Power,Energy,buy,0.8816,0.8949
413,62,"Nolvol Resources reports record quarterly revenue, up 10% year-over-year",Nolvol,Resources,Energy,buy,0.9372,0.9575
413,75,Kelvik Power opens new office in Southeast Asia,Kelvik,Power,Energy,buy,0.3188,0.6602
413,96,Kelvik Power announces significant capital expenditure plan for Asia Pacific,Kelvik,Power,Energy,buy,0.9062,0.9255
414,56,Halvix Holdings withdraws from Central Europe market citing unfavorable conditions,Halvix,Holdings,Finance,sell,-0.9538,0.962
414,57,Volval Devices reports 20% decline in operating income,Volval,Devices,Technology,sell,-0.9665,0.974
414,59,Volval Devices explores strategic alternatives for wireless connectivity unit,Volval,Devices,Technology,buy,0.2293,0.756
414,73,Volval Devices lowers full-year guidance amid softening demand,Volval,Devices,Technology,sell,-0.9527,0.9661
414,76,Halvix Holdings completes strategic acquisition to strengthen enterprise software,Halvix,Holdings,Finance,buy,0.9059,0.9157
414,78,Halvix Holdings files for regulatory approval of new renewable storage offering,Halvix,Holdings,Finance,buy,0.1947,0.7737
414,83,Halvix Holdings sees mixed results in cloud infrastructure pilot program,Halvix,Holdings,Finance,sell,-0.9362,0.957
414,84,Yorval Partners reports 12% decline in operating income,Yorval,Partners,Finance,sell,-0.9666,0.9735
414,86,Krevan Investments recalls products in enterprise software line due to quality concerns,Krevan,Investments,Finance,sell,-0.9564,0.9638
414,90,Volval Devices sees 15% drop in new customer orders this quarter,Volval,Devices,Technology,sell,-0.967,0.975
415,52,Krevum Pharmaceuticals wins industry award for excellence in data analytics,Krevum,Pharmaceuticals,Healthcare,buy,0.9153,0.9289
415,58,Relvan Software sees mixed results in precision manufacturing pilot program,Relvan,Software,Technology,sell,-0.9339,0.9561
415,65,Frelol Software opens new office in Scandinavia,Frelol,Software,Technology,buy,0.1062,0.8541
415,67,Relvan Software secures $800M contract with a national infrastructure agency,Relvan,Software,Technology,buy,0.9283,0.9398
415,68,Frelol Software secures $400M contract with a top-tier research institute,Frelol,Software,Technology,buy,0.9262,0.9386
415,73,Relvan Software to present at Emerging Markets Forum,Relvan,Software,Technology,buy,0.0651,0.9132
415,86,Relvan Software loses key contract in Asia Pacific to competitor,Relvan,Software,Technology,sell,-0.926,0.9548
415,88,Relvan Software secures $320M contract with a leading cloud platform,Relvan,Software,Technology,buy,0.9351,0.9475
415,89,Frelol Software recalls products in automated logistics line due to quality concerns,Frelol,Software,Technology,sell,-0.9643,0.9716
415,89,Relvan Software sees 8% drop in new customer orders this quarter,Relvan,Software,Technology,sell,-0.9656,0.975
415,91,Frelol Software reports 20% decline in operating income,Frelol,Software,Technology,sell,-0.9672,0.9751
415,92,Relvan Software launches next-generation precision manufacturing platform,Relvan,Software,Technology,buy,0.2558,0.7239
415,95,Brevon Microchips loses key contract in Central Europe to competitor,Brevon,Microchips,Technology,sell,-0.9316,0.9553
416,57,Xovep Stores expands operations into Central Europe markets,Xovep,Stores,Consumer Goods,buy,0.7573,0.7677
416,59,Nerval Biopharma launches next-generation precision manufacturing platform,Nerval,Biopharma,Healthcare,buy,0.4131,0.5671
416,62,Jorvix Diagnostics revises long-term strategy with focus on renewable storage,Jorvix,Diagnostics,Healthcare,buy,0.2655,0.7127
416,64,Nerval Biopharma reports 8% decline in operating income,Nerval,Biopharma,Healthcare,sell,-0.9665,0.9748
416,64,Xovep Stores secures $500M contract with an international consortium,Xovep,Stores,Consumer Goods,buy,0.9289,0.9406
416,67,Myrnon Therapeutics reports 25% decline in operating income,Myrnon,Therapeutics,Healthcare,sell,-0.9661,0.9747
416,69,Jorvix Diagnostics withdraws from Southeast Asia market citing unfavorable conditions,Jorvix,Diagnostics,Healthcare,sell,-0.9593,0.9679
416,73,Jorvix Diagnostics CEO steps down unexpectedly citing personal reasons,Jorvix,Diagnostics,Healthcare,sell,-0.8771,0.8866
416,75,"Jorvix Diagnostics in talks for potential merger, details undisclosed",Jorvix,Diagnostics,Healthcare,buy,0.0138,0.9373
416,77,Jorvix Diagnostics warns of supply chain disruptions affecting Southeast Asia operations,Jorvix,Diagnostics,Healthcare,sell,-0.9458,0.9597
417,51,Frelol Software warns of supply chain disruptions affecting Middle East operations,Frelol,Software,Technology,sell,-0.9373,0.9526
417,58,Calvos Genomics sees 18% margin improvement in latest quarter,Calvos,Genomics,Healthcare,buy,0.9405,0.9574
417,59,Myrnep Technologies secures $50M contract with a top-tier research institute,Myrnep,Technologies,Technology,buy,0.9292,0.9401
417,71,Myrnep Technologies recalls products in enterprise software line due to quality concerns,Myrnep,Technologies,Technology,sell,-0.9615,0.9687
417,86,Myrnep Technologies reports 3% increase in customer acquisition,Myrnep,Technologies,Technology,buy,0.9357,0.951
417,86,Calvos Genomics enters joint venture with a multinational manufacturer,Calvos,Genomics,Healthcare,buy,0.7747,0.7824
417,91,Myrnep Technologies begins scheduled maintenance of data analytics systems,Myrnep,Technologies,Technology,buy,0.062,0.9091
417,96,Frelol Software confirms participation in Global Innovation Summit,Frelol,Software,Technology,buy,0.9223,0.9334
418,51,Ilval Financial completes strategic acquisition to strengthen data analytics,Ilval,Financial,Finance,buy,0.9076,0.916
418,56,Holtum Asset Group misses quarterly revenue estimates by 7%,Holtum,Asset Group,Finance,sell,-0.9584,0.9698
418,56,Ilval Financial secures $650M contract with a major logistics provider,Ilval,Financial,Finance,buy,0.9382,0.953
418,60,"Holtum Asset Group reports strong demand in Middle East, raises outlook",Holtum,Asset Group,Finance,buy,0.9313,0.9507
418,66,Plevyl Advisors launches next-generation automated logistics platform,Plevyl,Advisors,Finance,buy,0.3459,0.6379
418,68,Plevyl Advisors secures $180M contract with a leading cloud platform,Plevyl,Advisors,Finance,buy,0.9352,0.9459
418,71,Nolvol Resources completes planned facility upgrade in Latin America,Nolvol,Resources,Energy,buy,0.8493,0.8602
419,52,Ervan Capital CEO addresses investor concerns in open letter,Ervan,Capital,Finance,sell,-0.0937,0.8216
419,52,Zrovov Advisors reports 7% decline in operating income,Zrovov,Advisors,Finance,sell,-0.9665,0.9741
419,56,Zrovov Advisors CEO steps down unexpectedly citing personal reasons,Zrovov,Advisors,Finance,sell,-0.8706,0.8801
419,70,Ervan Capital announces breakthrough in automated logistics,Ervan,Capital,Finance,buy,0.6176,0.6336
419,74,Ervan Capital opens new office in Central Europe,Ervan,Capital,Finance,buy,0.2052,0.7727
419,75,Ervan Capital announces breakthrough in supply chain optimization,Ervan,Capital,Finance,buy,0.7849,0.8038
419,81,Ervan Capital revises long-term strategy with focus on wireless connectivity,Ervan,Capital,Finance,buy,0.1332,0.8437
419,89,Krevan Investments secures $120M contract with a top-tier research institute,Krevan,Investments,Finance,buy,0.93,0.9421
419,92,Ervan Capital sees mixed results in process automation pilot program,Ervan,Capital,Finance,sell,-0.9118,0.942
419,98,Jorvyl Securities secures $400M contract with a multinational manufacturer,Jorvyl,Securities,Finance,buy,0.9254,0.9361
419,99,Jorvyl Securities secures $50M contract with a global retailer,Jorvyl,Securities,Finance,buy,0.9348,0.9474
420,51,Calvos Genomics reports 25% increase in customer acquisition,Calvos,Genomics,Healthcare,buy,0.9363,0.9477
420,55,Calvos Genomics secures $800M contract with an international consortium,Calvos,Genomics,Healthcare,buy,0.9063,0.9152
420,61,Calvos Genomics warns of supply chain disruptions affecting Latin America operations,Calvos,Genomics,Healthcare,sell,-0.9388,0.9542
420,61,Zrovum Biopharma files routine patent applications in process automation,Zrovum,Biopharma,Healthcare,sell,-0.0013,0.939
420,69,Jorvix Diagnostics announces significant capital expenditure plan for Asia Pacific,Jorvix,Diagnostics,Healthcare,buy,0.9043,0.9257
420,77,Zrovum Biopharma misses quarterly revenue estimates by 18%,Zrovum,Biopharma,Healthcare,sell,-0.1635,0.5445
420,78,Jorvix Diagnostics reports rising costs pressuring margins in data analytics,Jorvix,Diagnostics,Healthcare,sell,-0.8831,0.9351
420,90,Jorvix Diagnostics sees 7% drop in new customer orders this quarter,Jorvix,Diagnostics,Healthcare,sell,-0.9668,0.9755
420,92,Krevum Pharmaceuticals raises full-year guidance citing robust demand,Krevum,Pharmaceuticals,Healthcare,buy,0.8875,0.9305
420,96,Krevum Pharmaceuticals names new head of supply chain optimization division,Krevum,Pharmaceuticals,Healthcare,buy,0.0317,0.9057
420,97,Zrovum Biopharma completes strategic acquisition to strengthen digital payments,Zrovum,Biopharma,Healthcare,buy,0.9005,0.9093
420,98,Jorvix Diagnostics names new head of supply chain optimization division,Jorvix,Diagnostics,Healthcare,buy,0.0198,0.9047
421,65,Zelvix Therapeutics loses key contract in Southeast Asia to competitor,Zelvix,Therapeutics,Healthcare,sell,-0.9276,0.9527
421,66,Wyrnor Solutions secures $400M contract with a top-tier research institute,Wyrnor,Solutions,Industrials,buy,0.9305,0.9407
421,68,Myrnon Therapeutics names new head of renewable storage division,Myrnon,Therapeutics,Healthcare,buy,0.0086,0.8953
421,76,Zelvix Therapeutics secures $50M contract with a national infrastructure agency,Zelvix,Therapeutics,Healthcare,buy,0.9364,0.9491
421,82,Zelvix Therapeutics names new head of enterprise software division,Zelvix,Therapeutics,Healthcare,buy,0.004,0.882
421,88,Myrnon Therapeutics lowers full-year guidance amid softening demand,Myrnon,Therapeutics,Healthcare,sell,-0.9505,0.9662
422,52,Pleven Trading Co files routine patent applications in cloud infrastructure,Pleven,Trading Co,Finance,sell,-0.2205,0.7477
422,56,Pleven Trading Co opens new office in Latin America,Pleven,Trading Co,Finance,buy,0.4422,0.5305
422,66,Jorvyl Securities secures $250M contract with a top-tier research institute,Jorvyl,Securities,Finance,buy,0.9318,0.9437
422,68,Jorvyl Securities loses key contract in Central Europe to competitor,Jorvyl,Securities,Finance,sell,-0.9352,0.9566
422,70,Ervan Capital misses quarterly revenue estimates by 3%,Ervan,Capital,Finance,sell,-0.6876,0.7801
422,73,Ervan Capital faces class action over digital payments service disruption,Ervan,Capital,Finance,sell,-0.9169,0.9288
422,76,Jorvyl Securities wins industry award for excellence in cloud infrastructure,Jorvyl,Securities,Finance,buy,0.9163,0.9274
422,80,Jorvyl Securities opens new office in Latin America,Jorvyl,Securities,Finance,buy,0.2711,0.7073
422,83,Ervan Capital opens new office in Scandinavia,Ervan,Capital,Finance,buy,0.1237,0.8516
422,88,Jorvyl Securities begins scheduled maintenance of precision manufacturing systems,Jorvyl,Securities,Finance,buy,0.061,0.8957
422,95,Plevum Partners secures $75M contract with a global retailer,Plevum,Partners,Finance,buy,0.9318,0.9438
422,98,Plevum Partners to host investor day focused on data analytics strategy,Plevum,Partners,Finance,buy,0.0726,0.9029
422,99,Pleven Trading Co to present at Capital Markets Day,Pleven,Trading Co,Finance,sell,-0.0023,0.9501
423,53,Nerven Grid begins scheduled maintenance of enterprise software systems,Nerven,Grid,Energy,buy,0.0507,0.9116
423,54,Halvix Holdings announces significant capital expenditure plan for Middle East,Halvix,Holdings,Finance,buy,0.8928,0.9111
423,55,Nerven Grid revises long-term strategy with focus on renewable storage,Nerven,Grid,Energy,buy,0.2702,0.7094
423,57,Nerven Grid withdraws from Asia Pacific market citing unfavorable conditions,Nerven,Grid,Energy,sell,-0.9537,0.9632
423,57,Halvix Holdings to host investor day focused on renewable storage strategy,Halvix,Holdings,Finance,buy,0.1067,0.8722
423,78,Halvix Holdings secures $500M contract with a multinational manufacturer,Halvix,Holdings,Finance,buy,0.9095,0.919
423,80,Plevyl Advisors faces class action over digital payments service disruption,Plevyl,Advisors,Finance,sell,-0.8924,0.9053
424,56,Relvon Fuels completes strategic acquisition to strengthen data analytics,Relvon,Fuels,Energy,buy,0.9276,0.9381
424,67,Kelvos Resources reports rising costs pressuring margins in wireless connectivity,Kelvos,Resources,Energy,sell,-0.8933,0.9401
424,69,Plevep Power signs multi-year partnership with a major logistics provider,Plevep,Power,Energy,buy,0.9306,0.944
424,69,Relvon Fuels recalls products in wireless connectivity line due to quality concerns,Relvon,Fuels,Energy,sell,-0.9566,0.9637
424,69,Relvon Fuels faces class action over enterprise software service disruption,Relvon,Fuels,Energy,sell,-0.9295,0.9417
424,74,Plevep Power withdraws from Latin America market citing unfavorable conditions,Plevep,Power,Energy,sell,-0.9584,0.9672
424,78,Relvon Fuels revises long-term strategy with focus on wireless connectivity,Relvon,Fuels,Energy,buy,0.2247,0.7578
424,85,Plevep Power expands operations into Latin America markets,Plevep,Power,Energy,buy,0.8555,0.8624
424,86,Relvon Fuels loses key contract in North America to competitor,Relvon,Fuels,Energy,sell,-0.9394,0.9597
424,90,Plevep Power to host investor day focused on renewable storage strategy,Plevep,Power,Energy,buy,0.1518,0.8298
424,99,Plevik Energy CEO steps down unexpectedly citing personal reasons,Plevik,Energy,Energy,sell,-0.8632,0.8732
424,99,Plevep Power explores strategic alternatives for cloud infrastructure unit,Plevep,Power,Energy,buy,0.2927,0.6921
425,53,Nolvol Resources completes strategic acquisition to strengthen precision manufacturing,Nolvol,Resources,Energy,buy,0.9197,0.9305
425,58,Ulvon Renewables completes planned facility upgrade in Southeast Asia,Ulvon,Renewables,Energy,buy,0.8837,0.8951
425,62,Nolvol Resources loses key contract in Middle East to competitor,Nolvol,Resources,Energy,sell,-0.941,0.9589
425,68,Jorvis Fuels secures $120M contract with a multinational manufacturer,Jorvis,Fuels,Energy,buy,0.9305,0.9416
425,69,Wrelal Financial explores strategic alternatives for supply chain optimization unit,Wrelal,Financial,Finance,buy,0.1605,0.8187
425,75,Jorvis Fuels reports 12% increase in customer acquisition,Jorvis,Fuels,Energy,buy,0.9299,0.9425
425,77,Nolvol Resources files routine patent applications in cloud infrastructure,Nolvol,Resources,Energy,sell,-0.0399,0.9265
425,77,Nolvol Resources wins industry award for excellence in wireless connectivity,Nolvol,Resources,Energy,buy,0.8913,0.9018
425,78,Wrelal Financial completes strategic acquisition to strengthen process automation,Wrelal,Financial,Finance,buy,0.911,0.9214
425,80,Ulvon Renewables wins industry award for excellence in digital payments,Ulvon,Renewables,Energy,buy,0.9216,0.9338
425,81,Nolvol Resources begins scheduled maintenance of renewable storage systems,Nolvol,Resources,Energy,buy,0.1283,0.8438
425,97,Jorvis Fuels files for regulatory approval of new precision manufacturing offering,Jorvis,Fuels,Energy,buy,0.1759,0.7861
426,51,Crevol Retail Group expands operations into North America markets,Crevol,Retail Group,Consumer Goods,buy,0.8434,0.8512
426,55,Arnos Marketplace announces $0.8B share buyback program,Arnos,Marketplace,Consumer Goods,buy,0.1202,0.8447
426,55,Varvov Retail Group secures $400M contract with a global retailer,Varvov,Retail Group,Consumer Goods,buy,0.9342,0.9481
426,60,Arnos Marketplace withdraws from Central Europe market citing unfavorable conditions,Arnos,Marketplace,Consumer Goods,sell,-0.9563,0.9657
427,55,Xelvol Biotech recalls products in cloud infrastructure line due to quality concerns,Xelvol,Biotech,Healthcare,sell,-0.8647,0.8885
427,61,Orevov Solutions completes planned facility upgrade in North America,Orevov,Solutions,Industrials,buy,0.8984,0.9139
427,62,Krevum Pharmaceuticals begins scheduled maintenance of digital payments systems,Krevum,Pharmaceuticals,Healthcare,buy,0.119,0.8521
427,66,Krevum Pharmaceuticals secures $650M contract with a leading cloud platform,Krevum,Pharmaceuticals,Healthcare,buy,0.936,0.9472
427,68,Xelvol Biotech recalls products in cloud infrastructure line due to quality concerns,Xelvol,Biotech,Healthcare,sell,-0.8647,0.8885
427,86,"Relvos Biosciences reports strong demand in Latin America, raises outlook",Relvos,Biosciences,Healthcare,buy,0.9366,0.9511
427,88,Orevov Solutions launches next-generation cloud infrastructure platform,Orevov,Solutions,Industrials,buy,0.1995,0.7826
427,89,"Xelvol Biotech reports strong demand in Middle East, raises outlook",Xelvol,Biotech,Healthcare,buy,0.9354,0.9527
427,93,Krevum Pharmaceuticals secures $120M contract with a global retailer,Krevum,Pharmaceuticals,Healthcare,buy,0.9365,0.9501
428,55,Holtar Stores secures $120M contract with a major logistics provider,Holtar,Stores,Consumer Goods,buy,0.9371,0.9524
428,57,Halvav Brands secures $500M contract with a multinational manufacturer,Halvav,Brands,Consumer Goods,buy,0.9182,0.9274
428,82,Yorval Partners secures $320M contract with a top-tier research institute,Yorval,Partners,Finance,buy,0.9288,0.9404
428,84,Talvyn Goods secures $500M contract with a multinational manufacturer,Talvyn,Goods,Consumer Goods,buy,0.9271,0.9379
428,85,Yorval Partners faces class action over digital payments service disruption,Yorval,Partners,Finance,sell,-0.9016,0.9153
429,51,Halven Investments sees 12% margin improvement in latest quarter,Halven,Investments,Finance,buy,0.9343,0.9559
429,56,Halven Investments secures $320M contract with a global retailer,Halven,Investments,Finance,buy,0.9336,0.9476
429,59,Yorvov Pharmaceuticals to host investor day focused on supply chain optimization strategy,Yorvov,Pharmaceuticals,Healthcare,buy,0.1284,0.845
429,73,Halven Investments secures $800M contract with a global retailer,Halven,Investments,Finance,buy,0.9327,0.9461
429,74,Halven Investments enters joint venture with a top-tier research institute,Halven,Investments,Finance,buy,0.6692,0.6782
429,76,"Ilval Financial reports strong demand in Southeast Asia, raises outlook",Ilval,Financial,Finance,buy,0.9362,0.9528
429,80,Ilval Financial recalls products in process automation line due to quality concerns,Ilval,Financial,Finance,sell,-0.9577,0.9648
429,84,Jovik Asset Group completes planned facility upgrade in Middle East,Jovik,Asset Group,Finance,buy,0.8279,0.841
430,54,Jovor Networks secures $400M contract with a global retailer,Jovor,Networks,Technology,buy,0.9311,0.9432
430,58,Jovor Networks revises long-term strategy with focus on wireless connectivity,Jovor,Networks,Technology,buy,0.1451,0.833
430,58,Nerval Biopharma explores strategic alternatives for renewable storage unit,Nerval,Biopharma,Healthcare,buy,0.3542,0.6293
430,65,Nerval Biopharma sees mixed results in digital payments pilot program,Nerval,Biopharma,Healthcare,sell,-0.9105,0.9406
430,72,Nerval Biopharma secures $120M contract with a national infrastructure agency,Nerval,Biopharma,Healthcare,buy,0.9323,0.9439
430,73,Calvos Genomics names new head of renewable storage division,Calvos,Genomics,Healthcare,buy,0.0313,0.8968
430,74,Calvos Genomics files routine patent applications in renewable storage,Calvos,Genomics,Healthcare,buy,0.0408,0.9267
430,75,Jovor Networks secures $650M contract with a multinational manufacturer,Jovor,Networks,Technology,buy,0.9129,0.9229
430,76,Myrnon Therapeutics secures $75M contract with a global retailer,Myrnon,Therapeutics,Healthcare,buy,0.9355,0.9482
430,87,Myrnon Therapeutics revises long-term strategy with focus on automated logistics,Myrnon,Therapeutics,Healthcare,buy,0.2551,0.7259
430,89,Nerval Biopharma loses key contract in Middle East to competitor,Nerval,Biopharma,Healthcare,sell,-0.9221,0.9488
430,89,Jovor Networks reports 18% decline in operating income,Jovor,Networks,Technology,sell,-0.9668,0.974
430,97,Nerval Biopharma misses quarterly revenue estimates by 12%,Nerval,Biopharma,Healthcare,sell,-0.836,0.8895
431,68,Calvos Genomics revises long-term strategy with focus on wireless connectivity,Calvos,Genomics,Healthcare,buy,0.1473,0.8316
431,68,Grevon Biotech launches next-generation wireless connectivity platform,Grevon,Biotech,Healthcare,buy,0.3934,0.5878
431,72,Calvis Sciences reports 15% decline in operating income,Calvis,Sciences,Healthcare,sell,-0.9672,0.9747
431,83,Jorvix Diagnostics announces breakthrough in wireless connectivity,Jorvix,Diagnostics,Healthcare,buy,0.6134,0.6318
431,93,Grevon Biotech files for regulatory approval of new cloud infrastructure offering,Grevon,Biotech,Healthcare,buy,0.1661,0.7868
431,94,Calvos Genomics completes planned facility upgrade in Scandinavia,Calvos,Genomics,Healthcare,buy,0.3867,0.5722
432,50,Zrovex Industries secures $400M contract with a multinational manufacturer,Zrovex,Industries,Industrials,buy,0.9224,0.9325
432,53,Nerval Biopharma opens new office in Europe,Nerval,Biopharma,Healthcare,buy,0.2396,0.7373
432,56,Calvis Sciences launches next-generation automated logistics platform,Calvis,Sciences,Healthcare,buy,0.2535,0.7277
432,60,Nerval Biopharma faces regulatory review of enterprise software practices,Nerval,Biopharma,Healthcare,sell,-0.5417,0.5673
432,61,Zrovex Industries names new head of precision manufacturing division,Zrovex,Industries,Industrials,buy,0.0075,0.9018
432,66,Zrovex Industries revises long-term strategy with focus on renewable storage,Zrovex,Industries,Industrials,buy,0.3385,0.643
432,78,Zelvix Therapeutics delays product launch in precision manufacturing segment,Zelvix,Therapeutics,Healthcare,sell,-0.8787,0.8915
432,88,Zrovex Industries wins industry award for excellence in data analytics,Zrovex,Industries,Industrials,buy,0.9098,0.9223
432,92,Zelvix Therapeutics wins industry award for excellence in data analytics,Zelvix,Therapeutics,Healthcare,buy,0.91,0.9233
432,97,Zrovex Industries sees 20% margin improvement in latest quarter,Zrovex,Industries,Industrials,buy,0.9376,0.9565
433,57,Calvos Genomics faces class action over wireless connectivity service disruption,Calvos,Genomics,Healthcare,sell,-0.936,0.9471
433,60,Prynis Systems secures $400M contract with a global retailer,Prynis,Systems,Technology,buy,0.9322,0.9438
433,64,"Myrnep Technologies reports record quarterly revenue, up 12% year-over-year",Myrnep,Technologies,Technology,buy,0.9375,0.9574
433,73,Crevex Labs recalls products in digital payments line due to quality concerns,Crevex,Labs,Healthcare,sell,-0.9602,0.9672
433,87,Prynis Systems announces $1.2B share buyback program,Prynis,Systems,Technology,buy,0.091,0.8737
433,92,Myrnep Technologies explores strategic alternatives for cloud infrastructure unit,Myrnep,Technologies,Technology,buy,0.2845,0.7003
433,99,Calvos Genomics names new head of automated logistics division,Calvos,Genomics,Healthcare,buy,0.0244,0.8991
434,53,Brevep Systems revises long-term strategy with focus on automated logistics,Brevep,Systems,Technology,buy,0.2452,0.7349
434,54,"Krevan Investments announces restructuring plan, cites challenging market conditions",Krevan,Investments,Finance,sell,-0.9158,0.9334
434,62,Brevep Systems loses key contract in Central Europe to competitor,Brevep,Systems,Technology,sell,-0.9344,0.9561
434,70,Brevep Systems faces class action over precision manufacturing service disruption,Brevep,Systems,Technology,sell,-0.936,0.9498
434,73,Krevan Investments completes strategic acquisition to strengthen renewable storage,Krevan,Investments,Finance,buy,0.9114,0.9209
